StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q21_1,Q22_1,Q23_1,Q24_1,Q25_1,Q26_1,Q27_1,Q28_1,Q29_1,Q30_1,Q31_1,Q32_1,Q33_1,Q34_1,Q35_1,Q36_1,Q37_1,Q38_1,Q39_1,Q40_1,Q11_1,Q12_1,Q13_1,Q14_1,Q15_1,Q16_1,Q17_1,Q18_1,Q19_1,Q20_1,Q1_1,Q2_1,Q3_1,Q4_1,Q5_1,Q6_1,Q7_1,Q8_1,Q9_1,Q10_1
11/28/22 2:37,11/28/22 2:46,IP Address,174.192.148.72,100,541,TRUE,11/28/22 2:46,R_pzVihwaFRnK2S41,,,,,42.0487,-87.8905,anonymous,EN,0.899999976,5,5,8,7,8,9,5,10,5,8,10,9,10,10,10,10,10,1,10,3,7,9,10,8,10,10,9,5,8,10,8,6,8,7,5,10,5,7,5,7
11/28/22 2:49,11/28/22 2:52,IP Address,188.188.21.196,100,197,TRUE,11/28/22 2:52,R_12fCUwluBeoB7zo,,,,,50.8534,4.347,anonymous,EN,1,2,4,4,5,7,7,9,6,9,7,5,5,8,4,2,7,6,0,3,2,5,7,4,5,9,7,1,3,6,2,4,6,6,6,7,6,5,7,5,3
11/28/22 2:57,11/28/22 3:00,IP Address,91.166.253.126,100,204,TRUE,11/28/22 3:00,R_V3apU2357gaZgGt,,,,,47.4704,-0.5463,anonymous,EN,0.899999976,3,2,6,4,5,8,5,6,6,5,7,5,5,2,6,6,5,10,6,4,7,2,3,4,3,7,4,6,6,4,2,4,2,2,3,4,5,3,3,3
11/28/22 2:57,11/28/22 3:04,IP Address,147.78.31.109,100,385,TRUE,11/28/22 3:04,R_3FVwVxZlMKDq4EQ,,,,,55.6802,12.5892,anonymous,EN,0.899999976,3,4,5,5,7,8,8,7,8,7,8,9,10,9,10,9,10,6,7,6,8,9,9,5,9,4,8,4,4,9,5,8,9,7,7,9,8,4,8,5
11/28/22 3:40,11/28/22 3:48,IP Address,174.242.140.10,100,460,TRUE,11/28/22 3:48,R_1jljuqATQT6Aop6,,,,,41.749,-72.6904,anonymous,EN,1,0,4,2,3,1,4,8,7,6,6,9,6,4,7,6,8,8,10,9,6,2,8,8,4,6,2,3,4,0,6,4,6,6,2,8,7,7,7,5,0
11/28/22 3:44,11/28/22 3:49,IP Address,69.5.120.164,100,322,TRUE,11/28/22 3:49,R_1GE9OTh8iul4v3C,,,,,44.4829,-73.2253,anonymous,EN,1,1,2,6,5,6,10,9,7,7,7,8,10,9,6,6,10,9,5,8,6,8,9,9,6,6,7,6,6,8,9,6,7,8,6,6,9,4,5,4,5
11/28/22 3:59,11/28/22 4:03,IP Address,86.27.22.215,100,272,TRUE,11/28/22 4:04,R_SAG0G2HJCJoqglr,,,,,51.3295,0.578,anonymous,EN,0.899999976,0,2,6,7,9,5,8,10,9,8,9,6,0,5,5,9,5,0,10,9,7,10,10,9,10,9,8,10,6,5,8,8,10,8,6,7,10,5,2,3
11/28/22 4:04,11/28/22 4:10,IP Address,95.172.224.189,100,376,TRUE,11/28/22 4:10,R_1FxjiODvax1IhVu,,,,,53.3615,-1.507,anonymous,EN,0.899999976,4,2,5,4,2,6,5,5,6,6,7,7,7,6,8,9,8,8,9,8,7,9,9,6,6,8,7,8,6,7,3,8,5,5,7,6,7,7,6,5
11/28/22 4:05,11/28/22 4:11,IP Address,217.226.53.218,100,315,TRUE,11/28/22 4:11,R_33COdc2oE5ukvLw,,,,,48.0463,11.9609,anonymous,EN,0.899999976,4,4,7,8,6,7,9,6,4,7,7,6,3,5,7,8,9,8,9,4,3,6,7,3,5,6,4,7,3,2,3,8,6,3,6,3,8,7,5,3
11/28/22 4:22,11/28/22 4:28,IP Address,73.99.212.135,100,323,TRUE,11/28/22 4:28,R_ZlrEI3sISCUKYbn,,,,,37.2532,-80.4347,anonymous,EN,1,2,4,5,4,6,7,6,7,4,6,6,7,2,7,2,9,7,6,5,8,2,8,6,9,4,6,5,6,9,7,6,6,5,2,4,5,4,6,3,6
11/28/22 4:25,11/28/22 4:34,IP Address,213.205.196.200,100,500,TRUE,11/28/22 4:34,R_1kG2FnlVzdrz4ze,,,,,53.5249,-2.1189,anonymous,EN,1,8,3,8,5,6,6,9,6,9,3,7,8,7,4,3,10,5,6,10,4,4,8,3,2,6,8,4,8,8,6,2,6,2,3,7,8,7,4,1,7
11/28/22 4:29,11/28/22 4:34,IP Address,122.199.59.113,100,312,TRUE,11/28/22 4:34,R_2a90Cp34FKcUP7B,,,,,-37.8159,144.9669,anonymous,EN,1,3,1,2,2,9,3,6,3,5,5,5,8,1,5,3,6,7,6,8,7,4,7,8,9,8,6,6,3,2,5,2,7,5,2,1,4,5,1,1,2
11/28/22 4:44,11/28/22 4:51,IP Address,37.30.104.64,100,402,TRUE,11/28/22 4:51,R_1mx833qskmMB6G0,,,,,51.1043,17.0335,anonymous,EN,1,0,1,1,4,8,8,7,10,8,8,9,10,10,8,7,10,9,1,9,4,6,10,10,9,7,8,6,9,10,6,3,9,8,10,8,10,10,9,3,1
11/28/22 4:48,11/28/22 4:56,IP Address,62.212.118.53,100,486,TRUE,11/28/22 4:56,R_2xxAbnOoRCUALOw,,,,,48.8582,2.3387,anonymous,EN,1,3,3,6,4,4,7,7,8,5,7,8,5,2,2,6,9,8,10,9,5,4,6,9,6,6,7,4,6,3,6,4,6,5,4,2,4,7,3,5,4
11/28/22 4:53,11/28/22 4:58,IP Address,82.69.95.40,100,305,TRUE,11/28/22 4:58,R_yxtzauq2GwbfeDv,,,,,53.4467,-2.225,anonymous,EN,1,3,1,5,2,3,6,3,3,1,9,1,5,0,2,5,4,6,2,5,3,4,6,9,2,5,7,4,5,8,6,1,6,2,7,6,5,7,8,6,3
11/28/22 5:04,11/28/22 5:09,IP Address,101.176.76.158,100,303,TRUE,11/28/22 5:09,R_2XpOUtMq2SSxvmy,,,,,-37.828,144.9548,anonymous,EN,0.899999976,2,0,4,8,8,10,9,9,8,10,8,10,6,6,9,10,7,2,10,1,5,8,7,5,6,3,4,8,10,1,4,7,10,3,8,10,4,10,3,2
11/28/22 5:04,11/28/22 5:10,IP Address,172.58.81.117,100,381,TRUE,11/28/22 5:10,R_1RHQvysSUFmJOAF,,,,,44.9548,-93.1551,anonymous,EN,1,3,1,7,3,6,5,7,8,9,6,9,8,8,8,7,8,8,4,9,7,4,5,6,8,7,8,5,7,5,6,4,7,6,3,6,5,6,4,2,3
11/28/22 5:04,11/28/22 5:13,IP Address,176.30.251.143,100,560,TRUE,11/28/22 5:13,R_1jNRdXj7fBi8UsQ,,,,,41.3238,36.2017,anonymous,EN,1,5,3,7,6,5,9,8,5,7,5,8,6,6,5,8,8,6,0,8,6,4,6,9,6,6,9,6,7,5,5,2,7,8,6,5,6,6,5,5,8
11/28/22 5:19,11/28/22 5:27,IP Address,137.204.150.22,100,470,TRUE,11/28/22 5:27,R_2PuGdGXAG2AvjhV,,,,,44.488,11.3752,anonymous,EN,1,2,1,7,4,8,10,7,8,9,8,8,7,8,2,6,8,4,2,8,6,6,9,6,5,8,10,8,2,8,10,2,1,5,3,2,6,7,5,2,2
11/28/22 5:22,11/28/22 5:27,IP Address,83.91.169.158,100,266,TRUE,11/28/22 5:27,R_2TuDvARc8QCxYEC,,,,,55.3945,10.3903,anonymous,EN,1,2,2,5,4,4,4,7,7,3,4,8,7,8,4,7,7,4,1,4,8,6,6,5,7,10,5,4,5,10,4,0,2,1,5,8,10,6,10,6,2
11/28/22 5:24,11/28/22 5:29,IP Address,82.132.213.84,100,280,TRUE,11/28/22 5:29,R_12xo5V3gL3Q4TOC,,,,,51.5042,-0.2199,anonymous,EN,0.899999976,4,2,3,5,5,8,6,5,3,2,8,3,4,3,5,7,6,4,7,2,3,4,8,5,4,8,2,3,8,7,6,6,9,3,2,8,3,7,1,2
11/28/22 5:22,11/28/22 5:30,IP Address,102.36.25.140,100,497,TRUE,11/28/22 5:30,R_3phuda4uxLbxOrj,,,,,-34.0486,18.4811,anonymous,EN,1,0,0,6,4,7,7,6,8,7,6,9,9,9,8,10,10,8,10,10,6,6,9,6,9,6,7,8,7,9,9,6,8,7,6,9,6,7,5,5,7
11/28/22 5:27,11/28/22 5:33,IP Address,95.112.151.48,100,362,TRUE,11/28/22 5:33,R_3NJlhmft6pvlkLf,,,,,53.5492,9.9418,anonymous,EN,1,1,1,5,2,5,2,3,5,1,3,4,5,2,4,5,5,6,8,6,2,3,3,6,6,7,7,8,2,2,5,3,5,4,2,3,5,3,3,3,1
11/28/22 5:41,11/28/22 5:46,IP Address,172.102.12.3,100,286,TRUE,11/28/22 5:46,R_3LXfKPxNMjWaJ2w,,,,,40.7263,-73.9818,anonymous,EN,1,4,1,3,3,4,2,5,5,4,5,3,4,2,3,3,6,5,1,5,4,3,4,6,3,2,2,3,2,5,5,2,6,6,3,3,6,4,1,2,2
11/28/22 5:40,11/28/22 5:47,IP Address,170.64.70.90,100,421,TRUE,11/28/22 5:47,R_3qstdekw1HPPbDt,,,,,40.8226,-96.6764,anonymous,EN,1,6,0,5,8,7,7,6,7,6,9,6,8,6,5,5,7,7,0,6,5,8,1,6,7,5,1,6,8,3,0,0,5,5,6,2,2,9,2,5,5
11/28/22 5:44,11/28/22 5:49,IP Address,173.235.251.232,100,325,TRUE,11/28/22 5:49,R_23ZZTUwL3RQvaUw,,,,,32.4699,-90.1102,anonymous,EN,1,4,6,8,8,8,7,9,8,9,5,7,9,2,6,1,9,6,0,6,8,3,8,6,7,7,3,1,3,8,8,3,7,5,7,9,4,5,6,0,2
11/28/22 5:54,11/28/22 6:00,IP Address,83.87.167.229,100,333,TRUE,11/28/22 6:00,R_XAgiHbCeTOgK0qB,,,,,52.1839,4.4784,anonymous,EN,1,2,1,6,4,3,7,8,5,1,7,5,4,3,0,1,9,2,1,4,5,0,7,8,0,0,3,6,7,1,9,0,7,1,2,1,4,3,4,1,7
11/28/22 5:54,11/28/22 6:00,IP Address,217.102.212.212,100,390,TRUE,11/28/22 6:00,R_D2Bzl72D1sCs5I5,,,,,51.3486,6.1333,anonymous,EN,1,2,2,5,3,7,10,9,7,6,8,3,8,3,3,5,7,3,1,8,4,3,5,7,8,6,5,8,5,8,5,2,6,2,2,6,6,5,7,3,2
11/28/22 5:55,11/28/22 6:08,IP Address,192.145.119.94,100,764,TRUE,11/28/22 6:08,R_10GgryB6LO7I3Yw,,,,,33.4917,-111.9837,anonymous,EN,0.800000012,3,4,5,6,7,8,9,4,5,9,4,8,10,10,10,10,2,1,5,3,6,10,10,7,7,10,9,6,4,6,4,5,3,6,7,9,8,6,2,7
11/28/22 6:04,11/28/22 6:11,IP Address,24.55.8.21,100,416,TRUE,11/28/22 6:11,R_1IWREe3xIL8c5pn,,,,,30.4548,-97.7664,anonymous,EN,1,4,3,8,5,6,9,7,9,7,9,10,7,7,7,9,10,8,8,8,8,8,10,9,8,8,8,8,7,7,9,8,8,8,7,6,6,7,5,7,8
11/28/22 6:37,11/28/22 6:43,IP Address,69.139.22.165,100,346,TRUE,11/28/22 6:43,R_zTmUk2BCuIoRfih,,,,,39.6732,-75.7121,anonymous,EN,1,10,6,10,10,10,10,10,8,10,10,10,10,2,10,10,10,10,1,10,10,10,10,10,4,10,10,10,10,10,10,7,10,5,10,7,10,10,10,5,10
11/28/22 6:37,11/28/22 6:53,IP Address,68.147.9.206,100,968,TRUE,11/28/22 6:53,R_vvN1BOAa0JaExy1,,,,,51.1391,-114.2002,anonymous,EN,1,4,6,7,8,10,10,7,10,9,9,9,9,1,2,4,8,7,8,9,6,8,6,9,8,10,7,8,8,7,7,5,5,5,6,6,2,8,3,4,4
11/28/22 6:48,11/28/22 6:57,IP Address,38.126.98.198,100,522,TRUE,11/28/22 6:57,R_OrFWpuifDsJ9MmB,,,,,41.3571,-72.9334,anonymous,EN,0.899999976,5,6,6,5,6,7,7,7,7,6,7,7,6,6,8,6,5,4,8,7,6,8,9,5,8,8,6,6,6,8,5,7,5,5,5,7,7,6,5,5
11/28/22 6:54,11/28/22 7:00,IP Address,68.196.133.177,100,387,TRUE,11/28/22 7:00,R_2E5ocHZ0JMJ4oG1,,,,,41.0095,-74.0079,anonymous,EN,1,3,2,4,6,7,5,9,8,6,9,9,8,5,6,6,9,8,1,9,6,7,8,8,5,6,7,8,6,8,8,7,8,8,5,6,8,5,5,3,4
11/28/22 7:09,11/28/22 7:16,IP Address,175.137.183.99,100,408,TRUE,11/28/22 7:16,R_WuPE83BCdy0dOO5,,,,,4.2702,113.9693,anonymous,EN,1,2,2,3,2,3,4,3,5,3,2,4,4,6,5,5,7,7,10,8,5,9,5,7,7,4,7,4,8,3,3,2,4,2,2,3,6,2,2,3,7
11/28/22 7:15,11/28/22 7:20,IP Address,98.195.194.124,100,299,TRUE,11/28/22 7:20,R_tFEhX4kXIRxxqtH,,,,,29.646,-95.8023,anonymous,EN,1,1,0,6,0,9,7,6,0,5,6,4,7,10,4,0,5,8,0,10,0,0,4,10,2,2,8,7,3,4,9,3,1,0,5,8,9,10,0,0,2
11/28/22 7:53,11/28/22 8:04,IP Address,145.53.211.48,100,666,TRUE,11/28/22 8:04,R_1i8qK7acDHTKu0x,,,,,52.0922,5.1268,anonymous,EN,1,5,4,6,3,4,6,5,7,5,6,6,6,8,5,8,8,5,7,8,6,7,4,5,5,6,7,7,6,7,7,5,6,5,4,5,6,5,6,5,6
11/28/22 8:01,11/28/22 8:06,IP Address,94.174.86.251,100,282,TRUE,11/28/22 8:06,R_29p2NUZUFOWid6g,,,,,52.519,-1.9094,anonymous,EN,1,3,2,6,7,7,4,6,3,9,7,5,6,7,6,7,7,4,1,9,1,4,9,7,2,4,4,7,3,7,5,2,4,6,2,2,4,4,6,3,3
11/28/22 8:08,11/28/22 8:11,IP Address,47.51.239.114,100,167,TRUE,11/28/22 8:11,R_PZiFOxNS4bI4OuR,,,,,32.9275,-97.2512,anonymous,EN,,6,2,9,0,8,3,0,2,0,10,1,5,2,0,3,0,8,0,1,0,0,6,6,4,0,6,7,4,4,4,5,0,0,6,2,0,9,0,0,2
11/28/22 8:13,11/28/22 8:19,IP Address,75.197.113.115,100,374,TRUE,11/28/22 8:19,R_2bKq3sVqOYjDSQS,,,,,42.4723,-82.9967,anonymous,EN,1,4,5,8,7,2,7,8,5,9,5,9,10,9,7,5,2,1,10,3,8,8,10,5,1,6,4,5,8,9,9,6,2,4,3,1,8,5,3,1,1
11/28/22 8:13,11/28/22 8:19,IP Address,66.181.226.167,100,382,TRUE,11/28/22 8:19,R_1rf8OQJvNlsp2xt,,,,,41.8165,-71.415,anonymous,EN,1,4,3,9,6,10,10,9,8,9,8,10,9,10,10,5,10,9,10,10,4,9,10,9,10,10,7,10,9,10,10,4,10,10,9,10,10,10,10,6,10
11/28/22 8:04,11/28/22 8:31,IP Address,76.24.11.10,100,1624,TRUE,11/28/22 8:31,R_1lnTaMO4mQbvvM4,,,,,42.3498,-71.0765,anonymous,EN,1,6,4,7,7,8,7,7,8,6,8,8,8,7,7,7,9,9,7,8,7,8,8,9,7,9,8,8,7,8,9,6,7,7,7,7,7,8,7,7,6
11/28/22 8:26,11/28/22 8:31,IP Address,73.7.210.188,100,318,TRUE,11/28/22 8:31,R_6JXN0Pc0W9SAAGB,,,,,33.878,-83.8923,anonymous,EN,1,2,2,5,3,4,4,5,8,7,7,8,7,6,5,6,8,9,5,9,6,6,7,8,7,3,4,4,5,7,7,5,7,7,6,9,8,6,6,2,5
11/28/22 8:30,11/28/22 8:37,IP Address,100.6.86.42,100,391,TRUE,11/28/22 8:37,R_25BFFmMSOSpN3is,,,,,40.3214,-80.0378,anonymous,EN,1,3,4,8,6,8,6,7,7,4,6,8,6,6,4,6,8,6,7,8,2,5,6,9,4,7,7,7,7,4,7,4,7,5,6,6,6,7,6,7,5
11/28/22 8:36,11/28/22 8:41,IP Address,141.193.16.217,100,260,TRUE,11/28/22 8:41,R_XL1AygRZ8Op0Zjz,,,,,38.9592,-94.5961,anonymous,EN,1,4,3,8,4,6,9,7,6,5,7,9,8,3,5,7,7,9,2,8,6,7,8,7,5,4,7,7,8,10,5,5,7,8,7,7,8,8,8,4,5
11/28/22 8:49,11/28/22 8:54,IP Address,176.102.48.157,100,344,TRUE,11/28/22 8:54,R_3nNRJEEEKjvlVB2,,,,,50.8356,25.464,anonymous,EN,1,4,4,7,8,7,2,7,9,7,6,10,8,1,4,7,7,8,8,7,4,3,5,6,6,7,7,3,5,1,6,3,4,9,6,4,9,6,1,7,5
11/28/22 8:58,11/28/22 9:02,IP Address,82.180.144.25,100,229,TRUE,11/28/22 9:02,R_2Sk8l14a0enHFnO,,,,,59.8636,10.7961,anonymous,EN,1,5,1,6,1,8,8,9,10,10,4,10,10,10,5,1,10,10,10,4,0,6,0,7,10,8,1,10,4,5,8,1,1,1,5,5,1,4,4,2,3
11/28/22 9:08,11/28/22 9:15,IP Address,37.160.159.128,100,408,TRUE,11/28/22 9:15,R_31LghNBXyrUB3ys,,,,,43.1479,12.1097,anonymous,EN,1,0,0,4,2,6,5,9,2,7,9,8,8,4,4,3,8,9,9,9,7,4,8,5,6,9,8,5,5,9,9,4,3,5,4,3,7,4,7,3,5
11/28/22 9:10,11/28/22 9:17,IP Address,134.68.7.49,100,419,TRUE,11/28/22 9:17,R_2douqFzPo3nx7G0,,,,,39.786,-86.1589,anonymous,EN,1,8,3,6,7,9,10,8,7,9,10,7,10,8,6,8,7,6,10,7,6,8,7,6,8,7,6,8,10,10,7,4,7,8,7,7,8,9,6,3,5
11/28/22 9:10,11/28/22 9:19,IP Address,191.156.40.213,100,519,TRUE,11/28/22 9:19,R_3nwuEVwPXm8rPJ7,,,,,6.2529,-75.5646,anonymous,EN,0.899999976,1,2,7,3,3,5,8,9,6,7,9,7,8,10,10,10,10,3,9,8,10,10,10,8,10,7,10,10,7,10,6,8,10,10,10,10,10,5,3,8
11/28/22 9:19,11/28/22 9:23,IP Address,185.183.147.182,100,252,TRUE,11/28/22 9:24,R_2CVdp3hyd7DD5RB,,,,,59.3274,18.0653,anonymous,EN,0.699999988,3,2,4,3,5,5,4,6,4,9,9,7,5,5,7,9,8,3,7,6,6,10,8,4,9,7,4,9,5,2,9,7,7,8,7,4,9,7,2,6
11/28/22 9:22,11/28/22 9:25,IP Address,24.222.25.154,100,211,TRUE,11/28/22 9:25,R_1BPEJHQ6DgzhvY1,,,,,44.6676,-63.5487,anonymous,EN,1,9,5,9,6,9,7,7,9,6,8,9,5,3,7,5,9,6,1,9,4,6,5,7,5,6,9,6,10,4,2,3,7,7,4,6,5,6,6,3,4
11/28/22 9:28,11/28/22 9:33,IP Address,73.95.252.197,100,325,TRUE,11/28/22 9:33,R_21FmKIbPPQq1qHh,,,,,39.842,-105.1101,anonymous,EN,1,1,1,5,2,6,4,7,3,6,5,4,6,2,3,4,2,2,5,5,4,6,5,4,7,3,4,4,7,5,3,5,4,4,2,6,2,8,5,1,2
11/28/22 9:28,11/28/22 9:36,IP Address,84.157.200.140,100,497,TRUE,11/28/22 9:36,R_11XTgyLUUcBsbQR,,,,,52.5196,13.4069,anonymous,EN,0.899999976,6,3,3,3,7,8,9,7,7,8,5,9,4,7,4,5,7,2,6,7,10,10,6,5,9,8,7,4,10,10,7,3,2,7,7,8,8,5,3,7
11/28/22 9:28,11/28/22 9:38,IP Address,147.219.188.44,100,572,TRUE,11/28/22 9:38,R_2QFgq8bRJePGFwo,,,,,44.6707,-93.2588,anonymous,EN,1,7,0,8,0,8,0,7,5,0,7,7,7,0,3,3,1,9,0,1,0,0,0,10,7,10,7,8,2,10,9,0,0,0,0,0,0,0,0,8,6
11/28/22 9:42,11/28/22 9:49,IP Address,24.17.41.202,100,420,TRUE,11/28/22 9:49,R_1n1s0X0ri26oM0Y,,,,,47.5364,-122.278,anonymous,EN,1,7,4,5,3,4,2,8,5,3,5,8,4,2,4,5,6,5,5,6,5,3,4,9,5,4,4,7,6,8,7,2,7,5,4,4,3,6,8,10,6
11/28/22 8:28,11/28/22 9:50,IP Address,73.229.24.139,100,4972,TRUE,11/28/22 9:50,R_2dPWwcg6wrwRegr,,,,,39.8294,-104.9095,anonymous,EN,1,3,1,3,1,9,9,4,9,2,9,10,9,1,2,0,10,5,10,10,0,2,9,10,8,10,5,4,8,6,7,6,2,7,3,6,5,2,1,1,5
11/28/22 9:45,11/28/22 9:51,IP Address,68.119.208.156,100,314,TRUE,11/28/22 9:51,R_2dAOgs19talE8El,,,,,35.7113,-82.5467,anonymous,EN,1,7,1,2,4,5,5,4,9,9,5,4,3,6,8,2,4,2,2,9,7,4,9,10,8,10,10,3,7,6,8,8,6,5,1,6,6,3,1,1,2
11/28/22 9:49,11/28/22 9:53,IP Address,73.17.73.155,100,258,TRUE,11/28/22 9:53,R_1E0skPMiRMJAtax,,,,,41.5362,-72.0833,anonymous,EN,1,2,0,5,7,8,10,10,9,6,7,10,10,10,3,1,10,8,1,10,1,4,10,9,2,10,5,8,7,10,7,6,6,7,5,7,10,6,9,1,3
11/28/22 9:43,11/28/22 9:53,IP Address,107.218.186.51,100,587,TRUE,11/28/22 9:53,R_3kGOH5AX8cJoX1y,,,,,41.3861,-81.7371,anonymous,EN,0.899999976,8,1,5,7,10,10,6,9,6,10,8,7,3,5,8,9,10,3,10,4,2,6,10,9,8,3,2,6,1,2,4,6,3,6,8,9,10,10,2,8
11/28/22 9:55,11/28/22 10:00,IP Address,172.58.2.166,100,278,TRUE,11/28/22 10:00,R_PUteSKI63dWhDQl,,,,,33.7224,-84.5205,anonymous,EN,1,7,4,6,8,8,6,6,3,5,8,8,9,2,6,6,6,10,2,3,6,8,7,10,6,8,9,8,8,6,6,6,5,2,6,2,8,3,5,6,3
11/28/22 10:00,11/28/22 10:05,IP Address,91.18.204.11,100,256,TRUE,11/28/22 10:05,R_3rUu7jXLdfaToUw,,,,,49.845,9.5978,anonymous,EN,0.899999976,2,0,1,4,6,6,2,9,8,9,9,4,2,6,5,10,8,10,10,7,4,5,8,5,7,7,2,10,7,10,2,9,9,4,6,1,5,3,3,10
11/28/22 10:00,11/28/22 10:05,IP Address,72.138.92.138,100,320,TRUE,11/28/22 10:05,R_10oP7doQdvTHkxz,,,,,45.2496,-75.9181,anonymous,EN,1,2,0,4,6,7,4,10,9,10,6,8,8,5,9,8,10,9,7,10,3,3,9,10,8,10,10,9,9,3,10,1,8,8,5,9,9,7,6,8,3
11/28/22 9:38,11/28/22 10:14,IP Address,78.132.33.5,100,2163,TRUE,11/28/22 10:14,R_2uTYJr05d9wLgZm,,,,,48.2513,13.2284,anonymous,EN,1,2,1,5,4,8,6,6,3,6,3,5,6,2,4,2,8,2,5,7,3,5,5,6,7,8,6,5,6,4,2,3,5,3,3,3,6,7,6,8,4
11/28/22 10:11,11/28/22 10:19,IP Address,77.6.99.229,100,470,TRUE,11/28/22 10:19,R_2y1ays0uytLEcd3,,,,,53.5544,9.996,anonymous,EN,1,0,0,2,0,0,0,1,3,6,1,6,7,8,9,3,7,5,5,0,5,4,1,5,7,9,0,5,6,0,7,8,5,0,0,4,7,0,5,1,9
11/28/22 10:08,11/28/22 10:23,IP Address,98.226.56.19,100,878,TRUE,11/28/22 10:23,R_2dfMVHZ2S5t3mW6,,,,,41.792,-88.166,anonymous,EN,1,5,6,3,8,8,7,7,9,7,8,7,9,10,6,4,10,6,9,5,4,5,4,10,9,8,7,6,10,5,6,1,10,1,4,9,8,3,3,1,8
11/28/22 10:28,11/28/22 10:35,IP Address,93.65.102.22,100,452,TRUE,11/28/22 10:35,R_aaRM4aaPDuJc1PP,,,,,45.4096,11.8947,anonymous,EN,1,5,2,8,6,6,8,7,7,7,8,8,8,6,6,7,7,8,10,7,6,6,7,7,7,7,7,7,7,5,8,7,5,5,5,7,6,7,8,7,6
11/28/22 10:33,11/28/22 10:39,IP Address,62.47.38.123,100,353,TRUE,11/28/22 10:39,R_1LdFYieN0BxSuFG,,,,,48.1968,16.3191,anonymous,EN,1,1,3,3,2,5,4,5,6,7,4,6,7,2,6,6,8,6,5,4,6,7,7,6,2,6,5,4,6,5,6,6,6,3,2,3,2,5,4,2,3
11/28/22 10:40,11/28/22 10:46,IP Address,108.233.135.142,100,318,TRUE,11/28/22 10:46,R_2ziG0mQ35hRa1Bd,,,,,26.935,-80.1178,anonymous,EN,1,2,4,6,7,7,10,8,9,6,8,9,6,1,7,8,10,10,6,6,0,6,1,3,7,3,1,1,8,10,0,1,4,7,3,6,4,7,7,4,3
11/28/22 10:36,11/28/22 10:46,IP Address,37.19.210.32,100,596,TRUE,11/28/22 10:46,R_1lp0F7jjIfzC8qU,,,,,39.7388,-104.9868,anonymous,EN,0.800000012,1,2,6,6,7,8,9,4,5,5,4,6,4,4,1,6,2,1,9,8,1,5,9,5,9,7,1,9,1,8,2,6,4,3,6,1,6,1,1,1
11/28/22 10:36,11/28/22 10:46,IP Address,45.190.84.242,100,601,TRUE,11/28/22 10:46,R_3iD1PiRF1hOSQls,,,,,10.5048,-66.9208,anonymous,EN,0.400000006,6,5,7,7,6,9,8,7,9,9,9,8,4,5,9,8,8,9,9,8,6,8,7,6,7,6,6,9,8,9,6,7,6,5,7,7,7,6,6,9
11/28/22 10:45,11/28/22 10:56,IP Address,136.52.16.73,100,666,TRUE,11/28/22 10:56,R_dmyTxAIIHUnvEzL,,,,,33.624,-117.7935,anonymous,EN,1,4,5,6,6,7,9,8,9,7,9,10,7,7,3,2,10,10,10,8,8,2,7,10,7,6,7,10,9,6,7,4,7,8,5,5,6,4,4,1,2
11/28/22 10:52,11/28/22 10:57,IP Address,62.90.22.5,100,310,TRUE,11/28/22 10:57,R_Y9NpdZHQKuogqGJ,,,,,32.1471,34.8503,anonymous,EN,0.899999976,0,0,2,0,0,0,5,1,0,9,6,10,10,0,8,10,10,10,0,1,10,9,9,4,8,0,10,0,0,0,0,0,0,0,0,0,6,2,1,1
11/28/22 10:56,11/28/22 11:03,IP Address,50.47.165.229,100,462,TRUE,11/28/22 11:03,R_xzlPX6yD7N0m1W1,,,,,47.8534,-122.2438,anonymous,EN,1,3,4,7,8,9,8,8,7,7,9,7,10,7,7,7,9,7,2,10,5,7,9,10,6,10,10,7,9,5,6,1,6,4,5,6,7,6,3,1,5
11/28/22 11:02,11/28/22 11:09,IP Address,46.119.118.157,100,431,TRUE,11/28/22 11:09,R_24RuO9OzrivU6tP,,,,,49.839,24.0191,anonymous,EN,1,3,5,6,1,10,7,6,10,8,8,4,7,8,2,4,8,10,3,9,4,5,10,10,9,7,3,8,9,6,2,3,5,4,9,10,9,10,5,0,0
11/28/22 11:07,11/28/22 11:12,IP Address,84.241.204.165,100,287,TRUE,11/28/22 11:12,R_1JEjgS5WdQRu4m2,,,,,51.8895,4.4681,anonymous,EN,0.899999976,6,7,6,6,6,8,9,9,5,7,10,7,4,5,5,10,8,10,9,4,6,7,8,9,7,8,9,9,5,5,4,7,9,6,5,7,7,6,3,9
11/28/22 11:21,11/28/22 11:25,IP Address,68.57.213.110,100,271,TRUE,11/28/22 11:25,R_3EYJekToEpHRl4N,,,,,39.1963,-86.5776,anonymous,EN,1,7,1,5,2,9,2,3,5,4,9,9,5,1,4,1,7,1,8,9,1,3,4,8,10,4,10,8,10,3,6,7,10,8,9,8,2,10,1,1,4
11/28/22 11:47,11/28/22 11:54,IP Address,76.22.2.249,100,378,TRUE,11/28/22 11:54,R_1gGyByqJue6C9yh,,,,,47.5079,-122.1773,anonymous,EN,0.899999976,4,2,5,2,5,5,7,8,6,7,8,8,0,7,8,9,7,0,5,6,7,8,8,6,7,9,7,7,7,5,5,8,8,7,5,7,7,7,6,6
